compression_algorithm,compression_nthreads,compression_shuffle,compression_level,filesize_in_megabytes,hdf5_chunk_size,graph_execution_time
BloscZstd,1,Byte,5,0.2600545883178711,1024,136.200375ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,136.691042ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,150.617709ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,152.634208ms
BloscZstd,1,Byte,1,0.27164649963378906,1024,136.610667ms
BloscZstd,1,Byte,1,0.24303913116455078,4096,140.157167ms
BloscZstd,1,Byte,1,0.2575054168701172,16384,140.181834ms
BloscZstd,1,Byte,1,0.336761474609375,32768,140.644375ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,136.995125ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,138.12375ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,149.221292ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,159.615833ms
BloscZstd,1,Byte,9,0.2520122528076172,1024,1.452163708s
BloscZstd,1,Byte,9,0.1774129867553711,4096,627.161625ms
BloscZstd,1,Byte,9,0.13570880889892578,16384,838.28625ms
BloscZstd,1,Byte,9,0.16085052490234375,32768,1.554243583s
BloscZstd,12,Byte,5,0.2600545883178711,1024,139.334625ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,137.3065ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,144.404208ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,161.242459ms
BloscZstd,12,Byte,1,0.27164649963378906,1024,156.893708ms
BloscZstd,12,Byte,1,0.24303913116455078,4096,150.242708ms
BloscZstd,12,Byte,1,0.2575054168701172,16384,149.689417ms
BloscZstd,12,Byte,1,0.336761474609375,32768,150.305917ms
BloscZstd,12,Byte,5,0.2600545883178711,1024,146.00975ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,144.062708ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,151.898083ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,148.652709ms
BloscZstd,12,Byte,9,0.2520122528076172,1024,1.504904584s
BloscZstd,12,Byte,9,0.1774129867553711,4096,675.807834ms
BloscZstd,12,Byte,9,0.13570880889892578,16384,922.744125ms
BloscZstd,12,Byte,9,0.16085052490234375,32768,1.685001583s
BloscZstd,24,Byte,5,0.2600545883178711,1024,142.137667ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,140.548541ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,143.636625ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,152.314292ms
BloscZstd,24,Byte,1,0.27164649963378906,1024,144.687875ms
BloscZstd,24,Byte,1,0.24303913116455078,4096,148.993958ms
BloscZstd,24,Byte,1,0.2575054168701172,16384,147.879917ms
BloscZstd,24,Byte,1,0.336761474609375,32768,142.156375ms
BloscZstd,24,Byte,5,0.2600545883178711,1024,137.829875ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,143.491042ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,152.452041ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,157.196041ms
BloscZstd,24,Byte,9,0.2520122528076172,1024,1.424956333s
BloscZstd,24,Byte,9,0.1774129867553711,4096,641.31525ms
BloscZstd,24,Byte,9,0.13570880889892578,16384,890.816375ms
BloscZstd,24,Byte,9,0.16085052490234375,32768,1.571749542s
BloscZstd,1,Bit,5,0.23467540740966797,1024,137.579292ms
BloscZstd,1,Bit,5,0.18430709838867188,4096,139.777ms
BloscZstd,1,Bit,5,0.1640787124633789,16384,146.112542ms
BloscZstd,1,Bit,5,0.22519874572753906,32768,155.633208ms
BloscZstd,1,Bit,1,0.24666404724121094,1024,137.487417ms
BloscZstd,1,Bit,1,0.22252750396728516,4096,137.71725ms
BloscZstd,1,Bit,1,0.26354217529296875,16384,142.892375ms
BloscZstd,1,Bit,1,0.3075065612792969,32768,142.819125ms
BloscZstd,1,Bit,5,0.23467540740966797,1024,139.051458ms
BloscZstd,1,Bit,5,0.18430709838867188,4096,138.861417ms
BloscZstd,1,Bit,5,0.1640787124633789,16384,145.366167ms
BloscZstd,1,Bit,5,0.22519874572753906,32768,156.141875ms
BloscZstd,1,Bit,9,0.22266578674316406,1024,635.643792ms
BloscZstd,1,Bit,9,0.17456531524658203,4096,1.892153s
BloscZstd,1,Bit,9,0.18229198455810547,16384,2.011546542s
BloscZstd,1,Bit,9,0.20106029510498047,32768,2.570186541s
BloscZstd,12,Bit,5,0.23467540740966797,1024,136.861542ms
BloscZstd,12,Bit,5,0.18430709838867188,4096,140.329625ms
BloscZstd,12,Bit,5,0.1640787124633789,16384,153.650917ms
BloscZstd,12,Bit,5,0.22519874572753906,32768,152.413917ms
BloscZstd,12,Bit,1,0.24666404724121094,1024,135.958833ms
BloscZstd,12,Bit,1,0.22252750396728516,4096,142.148ms
BloscZstd,12,Bit,1,0.26354217529296875,16384,142.331ms
BloscZstd,12,Bit,1,0.3075065612792969,32768,145.908084ms
BloscZstd,12,Bit,5,0.23467540740966797,1024,141.629917ms
BloscZstd,12,Bit,5,0.18430709838867188,4096,139.635583ms
BloscZstd,12,Bit,5,0.1640787124633789,16384,145.703917ms
BloscZstd,12,Bit,5,0.22519874572753906,32768,150.561333ms
BloscZstd,12,Bit,9,0.22266578674316406,1024,639.647666ms
BloscZstd,12,Bit,9,0.17456531524658203,4096,1.877651s
BloscZstd,12,Bit,9,0.18229198455810547,16384,2.051447334s
BloscZstd,12,Bit,9,0.20106029510498047,32768,2.455095875s
BloscZstd,24,Bit,5,0.23467540740966797,1024,145.858708ms
BloscZstd,24,Bit,5,0.18430709838867188,4096,145.860708ms
BloscZstd,24,Bit,5,0.1640787124633789,16384,156.49675ms
BloscZstd,24,Bit,5,0.22519874572753906,32768,158.240208ms
BloscZstd,24,Bit,1,0.24666404724121094,1024,144.147334ms
BloscZstd,24,Bit,1,0.22252750396728516,4096,145.441958ms
BloscZstd,24,Bit,1,0.26354217529296875,16384,144.303542ms
BloscZstd,24,Bit,1,0.3075065612792969,32768,142.8645ms
BloscZstd,24,Bit,5,0.23467540740966797,1024,137.75475ms
BloscZstd,24,Bit,5,0.18430709838867188,4096,139.275958ms
BloscZstd,24,Bit,5,0.1640787124633789,16384,146.941958ms
BloscZstd,24,Bit,5,0.22519874572753906,32768,152.003083ms
BloscZstd,24,Bit,9,0.22266578674316406,1024,635.383916ms
BloscZstd,24,Bit,9,0.17456531524658203,4096,1.8145315s
BloscZstd,24,Bit,9,0.18229198455810547,16384,2.063403541s
BloscZstd,24,Bit,9,0.20106029510498047,32768,2.628262625s
BloscZstd,1,Byte,5,0.2600545883178711,1024,138.849792ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,144.152791ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,144.307ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,154.537625ms
BloscZstd,1,Byte,1,0.27164649963378906,1024,142.915459ms
BloscZstd,1,Byte,1,0.24303913116455078,4096,147.473334ms
BloscZstd,1,Byte,1,0.2575054168701172,16384,144.469083ms
BloscZstd,1,Byte,1,0.336761474609375,32768,154.841167ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,155.255042ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,152.068583ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,180.656291ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,164.929084ms
BloscZstd,1,Byte,9,0.2520122528076172,1024,1.452861084s
BloscZstd,1,Byte,9,0.1774129867553711,4096,633.4615ms
BloscZstd,1,Byte,9,0.13570880889892578,16384,850.338875ms
BloscZstd,1,Byte,9,0.16085052490234375,32768,1.628219167s
BloscZstd,12,Byte,5,0.2600545883178711,1024,145.144791ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,147.078792ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,156.168791ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,157.832541ms
BloscZstd,12,Byte,1,0.27164649963378906,1024,142.263833ms
BloscZstd,12,Byte,1,0.24303913116455078,4096,146.477375ms
BloscZstd,12,Byte,1,0.2575054168701172,16384,146.764625ms
BloscZstd,12,Byte,1,0.336761474609375,32768,145.375167ms
BloscZstd,12,Byte,5,0.2600545883178711,1024,140.575083ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,138.944875ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,157.01025ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,150.903584ms
BloscZstd,12,Byte,9,0.2520122528076172,1024,1.410335917s
BloscZstd,12,Byte,9,0.1774129867553711,4096,635.333667ms
BloscZstd,12,Byte,9,0.13570880889892578,16384,889.516917ms
BloscZstd,12,Byte,9,0.16156005859375,32768,1.730312375s
BloscZstd,24,Byte,5,0.2602853775024414,1024,163.928ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,215.259166ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,152.049833ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,153.9615ms
BloscZstd,24,Byte,1,0.27164649963378906,1024,148.59775ms
BloscZstd,24,Byte,1,0.24303913116455078,4096,143.0345ms
BloscZstd,24,Byte,1,0.2575054168701172,16384,142.578833ms
BloscZstd,24,Byte,1,0.336761474609375,32768,145.868625ms
BloscZstd,24,Byte,5,0.2600545883178711,1024,141.22025ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,143.119292ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,149.282625ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,155.744833ms
BloscZstd,24,Byte,9,0.2520122528076172,1024,1.425806167s
BloscZstd,24,Byte,9,0.1774129867553711,4096,673.122833ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,144.2105ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,140.586625ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,149.042625ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,151.385375ms
BloscZstd,1,Byte,1,0.27164649963378906,1024,139.483167ms
BloscZstd,1,Byte,1,0.2430419921875,4096,138.086ms
BloscZstd,1,Byte,1,0.2575082778930664,16384,140.928583ms
BloscZstd,1,Byte,1,0.3367643356323242,32768,142.4935ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,139.961875ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,142.140833ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,147.086542ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,152.604875ms
BloscZstd,1,Byte,9,0.2520122528076172,1024,1.444639167s
BloscZstd,1,Byte,9,0.17741107940673828,4096,659.469542ms
BloscZstd,1,Byte,9,0.1357135772705078,16384,837.589708ms
BloscZstd,1,Byte,9,0.16079425811767578,32768,1.568531542s
BloscZstd,12,Byte,5,0.2600545883178711,1024,138.905083ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,139.92525ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,145.9195ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,151.955167ms
BloscZstd,12,Byte,1,0.27164649963378906,1024,142.431417ms
BloscZstd,12,Byte,1,0.2430419921875,4096,146.321208ms
BloscZstd,12,Byte,1,0.2575082778930664,16384,146.901375ms
BloscZstd,12,Byte,1,0.3367643356323242,32768,144.187833ms
BloscZstd,12,Byte,5,0.2600545883178711,1024,139.662167ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,142.1415ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,147.552292ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,158.89925ms
BloscZstd,12,Byte,9,0.2520122528076172,1024,1.46522s
BloscZstd,12,Byte,9,0.17741107940673828,4096,639.828708ms
BloscZstd,12,Byte,9,0.1357135772705078,16384,873.897625ms
BloscZstd,12,Byte,9,0.16079425811767578,32768,1.580786s
BloscZstd,24,Byte,5,0.2600545883178711,1024,138.628417ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,140.112292ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,158.546375ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,158.316209ms
BloscZstd,24,Byte,1,0.27164649963378906,1024,145.948959ms
BloscZstd,24,Byte,1,0.2430419921875,4096,149.2085ms
BloscZstd,24,Byte,1,0.2575082778930664,16384,148.4475ms
BloscZstd,24,Byte,1,0.3367643356323242,32768,147.066333ms
BloscZstd,24,Byte,5,0.2600545883178711,1024,140.882083ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,139.382125ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,149.458083ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,150.556792ms
BloscZstd,24,Byte,9,0.2520122528076172,1024,1.431786875s
BloscZstd,24,Byte,9,0.17741107940673828,4096,637.079792ms
BloscZstd,24,Byte,9,0.1357135772705078,16384,847.503625ms
BloscZstd,24,Byte,9,0.16079425811767578,32768,1.637117625s
BloscZstd,1,Bit,5,0.2345123291015625,1024,147.116458ms
BloscZstd,1,Bit,5,0.18425846099853516,4096,144.732792ms
BloscZstd,1,Bit,5,0.16411304473876953,16384,158.20875ms
BloscZstd,1,Bit,5,0.22519493103027344,32768,163.505166ms
BloscZstd,1,Bit,1,0.2465229034423828,1024,150.992959ms
BloscZstd,1,Bit,1,0.22261524200439453,4096,145.537958ms
BloscZstd,1,Bit,1,0.2634592056274414,16384,148.128667ms
BloscZstd,1,Bit,1,0.3073091506958008,32768,147.39475ms
BloscZstd,1,Bit,5,0.2345123291015625,1024,144.334541ms
BloscZstd,1,Bit,5,0.18425846099853516,4096,144.424542ms
BloscZstd,1,Bit,5,0.16411304473876953,16384,155.048583ms
BloscZstd,1,Bit,5,0.22519493103027344,32768,158.068541ms
BloscZstd,1,Bit,9,0.22254085540771484,1024,555.037125ms
BloscZstd,1,Bit,9,0.17452621459960938,4096,1.847734416s
BloscZstd,1,Bit,9,0.1822795867919922,16384,2.061467833s
BloscZstd,1,Bit,9,0.20086002349853516,32768,2.66758175s
BloscZstd,12,Bit,5,0.2345123291015625,1024,142.897334ms
BloscZstd,12,Bit,5,0.18425846099853516,4096,148.215375ms
BloscZstd,12,Bit,5,0.16411304473876953,16384,156.107125ms
BloscZstd,12,Bit,5,0.22519493103027344,32768,156.90675ms
BloscZstd,12,Bit,1,0.2465229034423828,1024,143.72475ms
BloscZstd,12,Bit,1,0.22261524200439453,4096,149.616125ms
BloscZstd,12,Bit,1,0.2634592056274414,16384,144.387042ms
BloscZstd,12,Bit,1,0.3073091506958008,32768,145.763083ms
BloscZstd,12,Bit,5,0.2345123291015625,1024,139.703209ms
BloscZstd,12,Bit,5,0.18425846099853516,4096,141.963542ms
BloscZstd,12,Bit,5,0.16411304473876953,16384,150.011292ms
BloscZstd,12,Bit,5,0.22519493103027344,32768,152.404291ms
BloscZstd,12,Bit,9,0.22254085540771484,1024,556.747583ms
BloscZstd,12,Bit,9,0.17452621459960938,4096,1.816171334s
BloscZstd,12,Bit,9,0.1822795867919922,16384,2.052650708s
BloscZstd,12,Bit,9,0.20086002349853516,32768,2.525821083s
BloscZstd,24,Bit,5,0.2345123291015625,1024,137.23925ms
BloscZstd,24,Bit,5,0.18425846099853516,4096,141.733458ms
BloscZstd,24,Bit,5,0.16411304473876953,16384,148.823666ms
BloscZstd,24,Bit,5,0.22519493103027344,32768,155.198291ms
BloscZstd,24,Bit,1,0.2465229034423828,1024,137.577666ms
BloscZstd,24,Bit,1,0.22261524200439453,4096,144.938125ms
BloscZstd,24,Bit,1,0.2634592056274414,16384,144.586375ms
BloscZstd,24,Bit,1,0.3073091506958008,32768,144.589459ms
BloscZstd,24,Bit,5,0.2345123291015625,1024,138.635333ms
BloscZstd,24,Bit,5,0.18425846099853516,4096,146.827875ms
BloscZstd,24,Bit,5,0.16411304473876953,16384,154.739208ms
BloscZstd,24,Bit,5,0.22519493103027344,32768,160.562417ms
BloscZstd,24,Bit,9,0.22254085540771484,1024,573.299042ms
BloscZstd,24,Bit,9,0.17452621459960938,4096,1.809229833s
BloscZstd,24,Bit,9,0.1822795867919922,16384,1.976083333s
BloscZstd,24,Bit,9,0.20086002349853516,32768,2.599511875s
BloscZstd,1,Byte,5,0.2600545883178711,1024,139.911125ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,146.002459ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,144.754458ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,155.538083ms
BloscZstd,1,Byte,1,0.27164649963378906,1024,139.153375ms
BloscZstd,1,Byte,1,0.2430419921875,4096,140.369458ms
BloscZstd,1,Byte,1,0.2575082778930664,16384,141.562958ms
BloscZstd,1,Byte,1,0.3367643356323242,32768,143.59025ms
BloscZstd,1,Byte,5,0.2600545883178711,1024,139.37175ms
BloscZstd,1,Byte,5,0.19075870513916016,4096,141.036417ms
BloscZstd,1,Byte,5,0.17671489715576172,16384,145.577375ms
BloscZstd,1,Byte,5,0.2090291976928711,32768,151.806584ms
BloscZstd,1,Byte,9,0.2520122528076172,1024,1.47282925s
BloscZstd,1,Byte,9,0.17741107940673828,4096,646.996625ms
BloscZstd,1,Byte,9,0.1357135772705078,16384,852.5355ms
BloscZstd,1,Byte,9,0.16079425811767578,32768,1.635068125s
BloscZstd,12,Byte,5,0.2600545883178711,1024,143.098083ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,141.915166ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,147.81325ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,152.267333ms
BloscZstd,12,Byte,1,0.27164649963378906,1024,142.524167ms
BloscZstd,12,Byte,1,0.2430419921875,4096,143.509834ms
BloscZstd,12,Byte,1,0.2575082778930664,16384,143.325125ms
BloscZstd,12,Byte,1,0.3367643356323242,32768,143.494208ms
BloscZstd,12,Byte,5,0.2600545883178711,1024,144.327916ms
BloscZstd,12,Byte,5,0.19075870513916016,4096,148.410958ms
BloscZstd,12,Byte,5,0.17671489715576172,16384,155.774083ms
BloscZstd,12,Byte,5,0.2090291976928711,32768,157.654ms
BloscZstd,12,Byte,9,0.2520122528076172,1024,1.444181875s
BloscZstd,12,Byte,9,0.17741107940673828,4096,642.556667ms
BloscZstd,12,Byte,9,0.1357135772705078,16384,842.220209ms
BloscZstd,12,Byte,9,0.16079425811767578,32768,1.570011s
BloscZstd,24,Byte,5,0.2600545883178711,1024,149.497083ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,148.338041ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,155.094ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,159.161333ms
BloscZstd,24,Byte,1,0.27164649963378906,1024,147.072333ms
BloscZstd,24,Byte,1,0.2430419921875,4096,149.451417ms
BloscZstd,24,Byte,1,0.2575082778930664,16384,147.188ms
BloscZstd,24,Byte,1,0.3367643356323242,32768,145.469375ms
BloscZstd,24,Byte,5,0.2600545883178711,1024,140.239041ms
BloscZstd,24,Byte,5,0.19075870513916016,4096,140.015709ms
BloscZstd,24,Byte,5,0.17671489715576172,16384,147.486458ms
BloscZstd,24,Byte,5,0.2090291976928711,32768,153.495709ms
BloscZstd,24,Byte,9,0.2520122528076172,1024,1.441217333s
BloscZstd,24,Byte,9,0.17741107940673828,4096,634.561208ms
BloscZstd,24,Byte,9,0.1357135772705078,16384,845.093541ms
BloscZstd,24,Byte,9,0.16079425811767578,32768,1.632675417s
BloscLz4hc,1,Byte,5,0.28835105895996094,1024,137.527417ms
BloscLz4hc,1,Byte,5,0.2196187973022461,4096,138.341458ms
BloscLz4hc,1,Byte,5,0.19670772552490234,16384,142.101833ms
BloscLz4hc,1,Byte,5,0.21173954010009766,32768,147.233625ms
BloscLz4hc,1,Byte,1,0.2883758544921875,1024,137.836917ms
BloscLz4hc,1,Byte,1,0.21992874145507812,4096,139.3115ms
BloscLz4hc,1,Byte,1,0.1999053955078125,16384,142.043959ms
BloscLz4hc,1,Byte,1,0.21837234497070312,32768,146.23125ms
BloscLz4hc,1,Byte,5,0.28835105895996094,1024,138.222833ms
BloscLz4hc,1,Byte,5,0.2196187973022461,4096,139.901291ms
BloscLz4hc,1,Byte,5,0.19670772552490234,16384,142.75075ms
BloscLz4hc,1,Byte,5,0.21173954010009766,32768,148.141833ms
BloscLz4hc,1,Byte,9,0.28835105895996094,1024,139.241ms
BloscLz4hc,1,Byte,9,0.21961402893066406,4096,139.197416ms
BloscLz4hc,1,Byte,9,0.19666099548339844,16384,142.143459ms
BloscLz4hc,1,Byte,9,0.21155738830566406,32768,150.837666ms
BloscLz4hc,12,Byte,5,0.28835105895996094,1024,138.2125ms
BloscLz4hc,12,Byte,5,0.2196187973022461,4096,138.614125ms
BloscLz4hc,12,Byte,5,0.19670772552490234,16384,141.555583ms
BloscLz4hc,12,Byte,5,0.21173954010009766,32768,148.668333ms
BloscLz4hc,12,Byte,1,0.2883758544921875,1024,140.4105ms
BloscLz4hc,12,Byte,1,0.21992874145507812,4096,139.129708ms
BloscLz4hc,12,Byte,1,0.1999053955078125,16384,140.681708ms
BloscLz4hc,12,Byte,1,0.21837234497070312,32768,148.032584ms
BloscLz4hc,12,Byte,5,0.28835105895996094,1024,141.152042ms
BloscLz4hc,12,Byte,5,0.2196187973022461,4096,141.796708ms
BloscLz4hc,12,Byte,5,0.19670772552490234,16384,151.379166ms
BloscLz4hc,12,Byte,5,0.21173954010009766,32768,157.916833ms
BloscLz4hc,12,Byte,9,0.28835105895996094,1024,146.286208ms
BloscLz4hc,12,Byte,9,0.21961402893066406,4096,146.791416ms
BloscLz4hc,12,Byte,9,0.19666099548339844,16384,150.144541ms
BloscLz4hc,12,Byte,9,0.21155738830566406,32768,156.59275ms
BloscLz4hc,24,Byte,5,0.28835105895996094,1024,139.491542ms
BloscLz4hc,24,Byte,5,0.2196187973022461,4096,139.852958ms
BloscLz4hc,24,Byte,5,0.19670772552490234,16384,143.27475ms
BloscLz4hc,24,Byte,5,0.21173954010009766,32768,149.89325ms
BloscLz4hc,24,Byte,1,0.2883758544921875,1024,139.036708ms
BloscLz4hc,24,Byte,1,0.21992874145507812,4096,137.268709ms
BloscLz4hc,24,Byte,1,0.1999053955078125,16384,140.222125ms
BloscLz4hc,24,Byte,1,0.21837234497070312,32768,147.341875ms
BloscLz4hc,24,Byte,5,0.28835105895996094,1024,137.4485ms
BloscLz4hc,24,Byte,5,0.2196187973022461,4096,138.908083ms
BloscLz4hc,24,Byte,5,0.19670772552490234,16384,143.223333ms
BloscLz4hc,24,Byte,5,0.21173954010009766,32768,149.295375ms
BloscLz4hc,24,Byte,9,0.28835105895996094,1024,138.6345ms
BloscLz4hc,24,Byte,9,0.21961402893066406,4096,138.08275ms
BloscLz4hc,24,Byte,9,0.19666099548339844,16384,141.067042ms
BloscLz4hc,24,Byte,9,0.21155738830566406,32768,148.829792ms
BloscLz4hc,1,Bit,5,0.27694225311279297,1024,139.643125ms
BloscLz4hc,1,Bit,5,0.20623207092285156,4096,138.70825ms
BloscLz4hc,1,Bit,5,0.2028493881225586,16384,146.885ms
BloscLz4hc,1,Bit,5,0.23285388946533203,32768,157.298958ms
BloscLz4hc,1,Bit,1,0.2859983444213867,1024,140.418375ms
BloscLz4hc,1,Bit,1,0.21325969696044922,4096,139.754542ms
BloscLz4hc,1,Bit,1,0.20937728881835938,16384,145.097708ms
BloscLz4hc,1,Bit,1,0.2426929473876953,32768,152.61975ms
BloscLz4hc,1,Bit,5,0.27694225311279297,1024,140.852333ms
BloscLz4hc,1,Bit,5,0.20623207092285156,4096,141.830709ms
BloscLz4hc,1,Bit,5,0.2028493881225586,16384,148.453292ms
BloscLz4hc,1,Bit,5,0.23285388946533203,32768,157.173333ms
BloscLz4hc,1,Bit,9,0.27657604217529297,1024,149.247833ms
BloscLz4hc,1,Bit,9,0.21056461334228516,4096,148.519917ms
BloscLz4hc,1,Bit,9,0.2024374008178711,16384,157.692958ms
BloscLz4hc,1,Bit,9,0.2317829132080078,32768,183.038084ms
BloscLz4hc,12,Bit,5,0.27694225311279297,1024,148.137583ms
BloscLz4hc,12,Bit,5,0.20623207092285156,4096,147.108292ms
BloscLz4hc,12,Bit,5,0.2028493881225586,16384,148.683583ms
BloscLz4hc,12,Bit,5,0.23285388946533203,32768,157.402083ms
BloscLz4hc,12,Bit,1,0.2859983444213867,1024,140.29575ms
BloscLz4hc,12,Bit,1,0.21325969696044922,4096,142.560292ms
BloscLz4hc,12,Bit,1,0.20937728881835938,16384,145.755375ms
BloscLz4hc,12,Bit,1,0.2426929473876953,32768,153.940625ms
BloscLz4hc,12,Bit,5,0.27694225311279297,1024,141.112833ms
BloscLz4hc,12,Bit,5,0.20623207092285156,4096,140.049375ms
BloscLz4hc,12,Bit,5,0.2028493881225586,16384,146.122625ms
BloscLz4hc,12,Bit,5,0.23285388946533203,32768,158.480125ms
BloscLz4hc,12,Bit,9,0.27657604217529297,1024,142.837ms
BloscLz4hc,12,Bit,9,0.21056461334228516,4096,140.468709ms
BloscLz4hc,12,Bit,9,0.2024374008178711,16384,146.9835ms
BloscLz4hc,12,Bit,9,0.2317829132080078,32768,177.177917ms
BloscLz4hc,24,Bit,5,0.27694225311279297,1024,140.625542ms
BloscLz4hc,24,Bit,5,0.20623207092285156,4096,140.370291ms
BloscLz4hc,24,Bit,5,0.2028493881225586,16384,149.145959ms
BloscLz4hc,24,Bit,5,0.23285388946533203,32768,160.613459ms
BloscLz4hc,24,Bit,1,0.2859983444213867,1024,140.160625ms
BloscLz4hc,24,Bit,1,0.21325969696044922,4096,137.390625ms
BloscLz4hc,24,Bit,1,0.20937728881835938,16384,144.16175ms
BloscLz4hc,24,Bit,1,0.2426929473876953,32768,154.662958ms
BloscLz4hc,24,Bit,5,0.27694225311279297,1024,141.128208ms
BloscLz4hc,24,Bit,5,0.20623207092285156,4096,139.523666ms
BloscLz4hc,24,Bit,5,0.2028493881225586,16384,149.292875ms
BloscLz4hc,24,Bit,5,0.23285388946533203,32768,157.055208ms
BloscLz4hc,24,Bit,9,0.27657604217529297,1024,139.36575ms
BloscLz4hc,24,Bit,9,0.21056461334228516,4096,140.753542ms
BloscLz4hc,24,Bit,9,0.2024374008178711,16384,156.009916ms
BloscLz4hc,24,Bit,9,0.2317829132080078,32768,183.166834ms
BloscLz4hc,1,Byte,5,0.28835105895996094,1024,145.564875ms
BloscLz4hc,1,Byte,5,0.2196187973022461,4096,146.13575ms
BloscLz4hc,1,Byte,5,0.19670772552490234,16384,150.437875ms
BloscLz4hc,1,Byte,5,0.21173954010009766,32768,153.379792ms
BloscLz4hc,1,Byte,1,0.2883758544921875,1024,140.963125ms
BloscLz4hc,1,Byte,1,0.21992874145507812,4096,140.155125ms
BloscLz4hc,1,Byte,1,0.1999053955078125,16384,147.547875ms
BloscLz4hc,1,Byte,1,0.21837234497070312,32768,150.717292ms
BloscLz4hc,1,Byte,5,0.28835105895996094,1024,141.470709ms
BloscLz4hc,1,Byte,5,0.2196187973022461,4096,141.098458ms
BloscLz4hc,1,Byte,5,0.19670772552490234,16384,143.230542ms
BloscLz4hc,1,Byte,5,0.21173954010009766,32768,149.897917ms
BloscLz4hc,1,Byte,9,0.28835105895996094,1024,140.875375ms
BloscLz4hc,1,Byte,9,0.21961402893066406,4096,143.04975ms
BloscLz4hc,1,Byte,9,0.19666099548339844,16384,157.440875ms
BloscLz4hc,1,Byte,9,0.21155738830566406,32768,162.860459ms
BloscLz4hc,12,Byte,5,0.28835105895996094,1024,151.331083ms
BloscLz4hc,12,Byte,5,0.2196187973022461,4096,140.962875ms
BloscLz4hc,12,Byte,5,0.19670772552490234,16384,145.359375ms
BloscLz4hc,12,Byte,5,0.21173954010009766,32768,152.835375ms
BloscLz4hc,12,Byte,1,0.2883758544921875,1024,144.484625ms
BloscLz4hc,12,Byte,1,0.21992874145507812,4096,141.972ms
